301858560,305922047,US
305922048,306053119,IN
306053120,307822591,US
307822592,307838975,DE
307838976,308285439,US
308285440,308289535,JP
308289536,308297727,DE
308297728,308305919,BR
308305920,308314111,AE
308314112,308322303,US
308322304,308330495,IL
308330496,308338687,ES
308338688,308346879,IN
308346880,308363263,US
308363264,308367359,MY
308367360,308371455,TH
308371456,308375551,MX
308375552,308379647,TW
308379648,308396031,US
308396032,308412415,IE
308412416,308428799,US
308428800,308436991,FR
308436992,308445183,ID
308445184,308453375,KR
308453376,308461567,GB
308461568,308469759,AU
308469760,308477951,CH
308477952,308486143,CA
308486144,308494335,SG
308494336,308502527,JP
308502528,308506623,SE
308506624,308510719,US
308510720,308514815,CA
308514816,308518911,ZA
308518912,308523007,IN
308523008,308527103,HK
308527104,308531199,AU
308531200,308535295,IT
308535296,308539391,BH
308539392,308543487,US
308543488,308674559,ES
308674560,308740095,IT
308740096,310509567,US
310509568,310575103,GB
310575104,310640639,US
310640640,310902783,GB
310902784,310968319,SG
310968320,311033855,US
311033856,311427071,SG
311427072,312016895,US
312016896,312082431,DE
312082432,312213503,US
312213504,312475647,DE
312475648,312606719,US
312606720,312737791,HK
312737792,312868863,US
312868864,312999935,HK
312999936,313262079,GB
313262080,313458687,US
313458688,313524223,GB
313524224,314048511,JP
314048512,314179583,DE
314179584,314572799,US
314572800,315097087,DE
315097088,315359231,IE
315359232,316932095,US
316932096,317194239,BR
317194240,333512703,US
