973078528,973144063,GB
973144064,973176831,JP
973176832,973209599,GB
973209600,973275135,IN
973275136,973471743,JP
973471744,973602815,AU
973602816,973864959,TH
973864960,973996031,JP
973996032,974782463,CN
974782464,974880767,MY
974880768,974913535,PK
974913536,974979071,NZ
974979072,975044607,KR
975044608,977272831,CN
977272832,977305599,TH
977305600,977338367,HK
977338368,977346559,SG
977346560,977354751,JP
977354752,977371135,KR
977371136,977395711,PK
977395712,977397759,BD
977397760,977399807,CN
977399808,977401855,ID
977401856,977403903,AU
977403904,977534975,CN
977534976,977567743,IN
977567744,977569791,FR
977569792,977571839,BE
977571840,977575935,IT
977575936,977577983,BE
977577984,977580031,ES
977580032,977582079,BE
977582080,977592319,BR
977592320,977600511,CN
977600512,977666047,PH
977666048,977731583,JP
977731584,977764351,PH
977764352,977797119,MY
977797120,978321407,KR
978321408,978452479,JP
978452480,978485247,CN
978485248,978501631,TH
978501632,978518015,HK
978518016,978583551,CN
978583552,978584575,VN
978584576,978585599,HK
978585600,978586623,MY
978586624,978587135,BR
978587136,978587647,IN
978587648,978588671,MY
978588672,978590719,IN
978590720,978591743,PK
978591744,978592767,BD
978592768,978593791,NZ
978593792,978594815,MY
978594816,978595839,KR
978595840,978596863,NZ
978596864,978597887,HK
978597888,978598399,IN
978598400,978598911,US
978598912,978599935,IN
978599936,978640895,AU
978640896,978644991,NZ
978644992,978714623,JP
978714624,978780159,TW
978780160,978784255,AU
978784256,978788351,JP
978788352,978796543,KR
978796544,978812927,CN
978812928,979369983,JP
979369984,979410943,AU
979410944,979419135,HK
979419136,979435519,SG
979435520,979468287,TH
979468288,979470335,US
979470336,979472383,BD
979472384,979476479,BN
979476480,979484671,PH
979484672,979494911,KH
979494912,979501055,US
979501056,979566591,JP
979566592,979599359,TW
979599360,979763199,CN
979763200,979894271,KR
979894272,980418559,AU
980418560,980549631,JP
980549632,980680703,TW
980680704,980942847,CN
980942848,981467135,KR
981467136,981991423,CN
981991424,982122495,TH
982122496,982171647,JP
982171648,982188031,KR
982188032,982253567,MY
982253568,982515711,KR
982515712,982581247,CN
982581248,982614015,KR
982614016,982622207,AU
982622208,982624255,JP
982624256,982626303,ID
982626304,982628351,JP
982628352,982630399,BD
982630400,982631423,JP
982631424,982631679,SG
982631680,982632191,JP
982632192,982632447,SG
982632448,982632959,JP
982632960,982633215,SG
982633216,982638847,JP
982638848,982639615,SG
982639616,982639871,JP
982639872,982642687,SG
982642688,982671359,JP
982671360,982679551,IN
982679552,982695935,SG
982695936,982712319,KR
982712320,982745087,TH
982745088,982753279,AF
982753280,982755327,JP
982755328,982757375,BD
982757376,982759423,KR
982759424,982761471,ID
982761472,982777855,JP
982777856,983039999,KR
983040000,983171071,HK
983171072,983302143,CN
983302144,983564287,JP
983564288,984612863,AU
984612864,984743935,HK
984743936,984875007,AU
984875008,984956927,KR
984956928,984965119,AU
984965120,984973311,PK
984973312,985006079,TH
985006080,985071615,SG
985071616,985137151,JP
985137152,985202687,KR
985202688,985268223,SG
985268224,985399295,VN
985399296,985661439,JP
985661440,987758591,CN
987758592,988807167,KR
988807168,989855743,CN
